,time in hrs
0,0.0
1,100.10010010010011
2,200.20020020020021
3,300.3003003003003
4,400.40040040040043
5,500.50050050050055
6,600.6006006006006
7,700.7007007007007
8,800.8008008008009
9,900.900900900901
10,1001.0010010010011
11,1101.1011011011012
12,1201.2012012012012
13,1301.3013013013015
14,1401.4014014014015
15,1501.5015015015017
16,1601.6016016016017
17,1701.7017017017017
18,1801.801801801802
19,1901.901901901902
20,2002.0020020020022
21,2102.1021021021024
22,2202.2022022022024
23,2302.3023023023025
24,2402.4024024024025
25,2502.5025025025025
26,2602.602602602603
27,2702.702702702703
28,2802.802802802803
29,2902.902902902903
30,3003.0030030030034
31,3103.1031031031034
32,3203.2032032032034
33,3303.3033033033034
34,3403.4034034034034
35,3503.503503503504
36,3603.603603603604
37,3703.703703703704
38,3803.803803803804
39,3903.9039039039044
40,4004.0040040040044
41,4104.104104104104
42,4204.204204204205
43,4304.304304304304
44,4404.404404404405
45,4504.504504504504
46,4604.604604604605
47,4704.704704704705
48,4804.804804804805
49,4904.904904904905
50,5005.005005005005
51,5105.105105105105
52,5205.205205205206
53,5305.305305305305
54,5405.405405405406
55,5505.505505505506
56,5605.605605605606
57,5705.705705705706
58,5805.805805805806
59,5905.905905905906
60,6006.006006006007
61,6106.106106106106
62,6206.206206206207
63,6306.306306306306
64,6406.406406406407
65,6506.506506506507
66,6606.606606606607
67,6706.706706706707
68,6806.806806806807
69,6906.906906906907
70,7007.007007007008
71,7107.107107107107
72,7207.207207207208
73,7307.307307307307
74,7407.407407407408
75,7507.507507507508
76,7607.607607607608
77,7707.707707707708
78,7807.807807807809
79,7907.907907907908
80,8008.008008008009
81,8108.108108108108
82,8208.208208208209
83,8308.30830830831
84,8408.40840840841
85,8508.508508508508
86,8608.608608608609
87,8708.70870870871
88,8808.80880880881
89,8908.90890890891
90,9009.009009009009
91,9109.10910910911
92,9209.20920920921
93,9309.30930930931
94,9409.40940940941
95,9509.50950950951
96,9609.60960960961
97,9709.70970970971
98,9809.80980980981
99,9909.909909909911
100,10010.01001001001
101,10110.11011011011
102,10210.21021021021
103,10310.310310310311
104,10410.410410410412
105,10510.51051051051
106,10610.61061061061
107,10710.710710710711
108,10810.810810810812
109,10910.910910910912
110,11011.011011011013
111,11111.111111111111
112,11211.211211211212
113,11311.311311311312
114,11411.411411411413
115,11511.511511511513
116,11611.611611611612
117,11711.711711711712
118,11811.811811811813
119,11911.911911911913
120,12012.012012012014
121,12112.112112112112
122,12212.212212212213
123,12312.312312312313
124,12412.412412412414
125,12512.512512512514
126,12612.612612612613
127,12712.712712712713
128,12812.812812812814
129,12912.912912912914
130,13013.013013013015
131,13113.113113113113
132,13213.213213213214
133,13313.313313313314
134,13413.413413413415
135,13513.513513513515
136,13613.613613613614
137,13713.713713713714
138,13813.813813813815
139,13913.913913913915
140,14014.014014014016
141,14114.114114114114
142,14214.214214214215
143,14314.314314314315
144,14414.414414414416
145,14514.514514514516
146,14614.614614614615
147,14714.714714714715
148,14814.814814814816
149,14914.914914914916
150,15015.015015015017
151,15115.115115115117
152,15215.215215215216
153,15315.315315315316
154,15415.415415415417
155,15515.515515515517
156,15615.615615615618
157,15715.715715715716
158,15815.815815815817
159,15915.915915915917
160,16016.016016016018
161,16116.116116116118
162,16216.216216216217
163,16316.316316316317
164,16416.416416416418
165,16516.516516516516
166,16616.61661661662
167,16716.716716716717
168,16816.81681681682
169,16916.916916916918
170,17017.017017017017
171,17117.11711711712
172,17217.217217217218
173,17317.31731731732
174,17417.41741741742
175,17517.517517517517
176,17617.61761761762
177,17717.71771771772
178,17817.81781781782
179,17917.91791791792
180,18018.018018018018
181,18118.11811811812
182,18218.21821821822
183,18318.31831831832
184,18418.41841841842
185,18518.51851851852
186,18618.61861861862
187,18718.71871871872
188,18818.81881881882
189,18918.91891891892
190,19019.01901901902
191,19119.11911911912
192,19219.21921921922
193,19319.319319319322
194,19419.41941941942
195,19519.51951951952
196,19619.61961961962
197,19719.71971971972
198,19819.819819819822
199,19919.91991991992
200,20020.02002002002
201,20120.120120120122
202,20220.22022022022
203,20320.320320320323
204,20420.42042042042
205,20520.52052052052
206,20620.620620620623
207,20720.72072072072
208,20820.820820820823
209,20920.920920920922
210,21021.02102102102
211,21121.121121121123
212,21221.22122122122
213,21321.321321321324
214,21421.421421421423
215,21521.521521521525
216,21621.621621621623
217,21721.721721721722
218,21821.821821821824
219,21921.921921921923
220,22022.022022022025
221,22122.122122122124
222,22222.222222222223
223,22322.322322322325
224,22422.422422422424
225,22522.522522522526
226,22622.622622622624
227,22722.722722722723
228,22822.822822822825
229,22922.922922922924
230,23023.023023023026
231,23123.123123123125
232,23223.223223223224
233,23323.323323323326
234,23423.423423423425
235,23523.523523523527
236,23623.623623623625
237,23723.723723723724
238,23823.823823823826
239,23923.923923923925
240,24024.024024024027
241,24124.124124124126
242,24224.224224224225
243,24324.324324324327
244,24424.424424424426
245,24524.524524524528
246,24624.624624624626
247,24724.724724724725
248,24824.824824824827
249,24924.924924924926
250,25025.02502502503
251,25125.125125125127
252,25225.225225225226
253,25325.325325325328
254,25425.425425425427
255,25525.52552552553
256,25625.625625625627
257,25725.725725725726
258,25825.82582582583
259,25925.925925925927
260,26026.02602602603
261,26126.126126126128
262,26226.226226226227
263,26326.32632632633
264,26426.426426426427
265,26526.52652652653
266,26626.62662662663
267,26726.726726726727
268,26826.82682682683
269,26926.926926926928
270,27027.02702702703
271,27127.12712712713
272,27227.227227227228
273,27327.32732732733
274,27427.42742742743
275,27527.52752752753
276,27627.62762762763
277,27727.727727727728
278,27827.82782782783
279,27927.92792792793
280,28028.02802802803
281,28128.12812812813
282,28228.22822822823
283,28328.32832832833
284,28428.42842842843
285,28528.52852852853
286,28628.62862862863
287,28728.72872872873
288,28828.82882882883
289,28928.92892892893
290,29029.029029029032
291,29129.12912912913
292,29229.22922922923
293,29329.32932932933
294,29429.42942942943
295,29529.529529529533
296,29629.62962962963
297,29729.72972972973
298,29829.829829829832
299,29929.92992992993
300,30030.030030030033
301,30130.130130130132
302,30230.230230230234
303,30330.330330330333
304,30430.43043043043
305,30530.530530530534
306,30630.630630630632
307,30730.730730730735
308,30830.830830830833
309,30930.930930930932
310,31031.031031031034
311,31131.131131131133
312,31231.231231231235
313,31331.331331331334
314,31431.431431431432
315,31531.531531531535
316,31631.631631631633
317,31731.731731731736
318,31831.831831831834
319,31931.931931931933
320,32032.032032032035
321,32132.132132132134
322,32232.232232232236
323,32332.332332332335
324,32432.432432432433
325,32532.532532532536
326,32632.632632632634
327,32732.732732732737
328,32832.832832832835
329,32932.932932932934
330,33033.03303303303
331,33133.13313313314
332,33233.23323323324
333,33333.333333333336
334,33433.433433433434
335,33533.53353353353
336,33633.63363363364
337,33733.73373373374
338,33833.833833833836
339,33933.933933933935
340,34034.03403403403
341,34134.13413413414
342,34234.23423423424
343,34334.33433433434
344,34434.434434434435
345,34534.534534534534
346,34634.63463463464
347,34734.73473473474
348,34834.83483483484
349,34934.934934934936
350,35035.035035035035
351,35135.13513513514
352,35235.23523523524
353,35335.33533533534
354,35435.43543543544
355,35535.535535535535
356,35635.63563563564
357,35735.73573573574
358,35835.83583583584
359,35935.93593593594
360,36036.036036036036
361,36136.13613613614
362,36236.23623623624
363,36336.33633633634
364,36436.43643643644
365,36536.536536536536
366,36636.63663663664
367,36736.73673673674
368,36836.83683683684
369,36936.93693693694
370,37037.03703703704
371,37137.13713713714
372,37237.23723723724
373,37337.33733733734
374,37437.43743743744
375,37537.53753753754
376,37637.63763763764
377,37737.73773773774
378,37837.83783783784
379,37937.93793793794
380,38038.03803803804
381,38138.13813813814
382,38238.23823823824
383,38338.33833833834
384,38438.43843843844
385,38538.53853853854
386,38638.638638638644
387,38738.73873873874
388,38838.83883883884
389,38938.93893893894
390,39039.03903903904
391,39139.139139139144
392,39239.23923923924
393,39339.33933933934
394,39439.43943943944
395,39539.53953953954
396,39639.639639639645
397,39739.73973973974
398,39839.83983983984
399,39939.93993993994
400,40040.04004004004
401,40140.140140140145
402,40240.240240240244
403,40340.34034034034
404,40440.44044044044
405,40540.54054054054
406,40640.640640640646
407,40740.740740740745
408,40840.84084084084
409,40940.94094094094
410,41041.04104104104
411,41141.14114114115
412,41241.241241241245
413,41341.341341341344
414,41441.44144144144
415,41541.54154154154
416,41641.64164164165
417,41741.741741741745
418,41841.841841841844
419,41941.94194194194
420,42042.04204204204
421,42142.14214214215
422,42242.242242242246
423,42342.342342342345
424,42442.44244244244
425,42542.54254254254
426,42642.64264264265
427,42742.74274274275
428,42842.842842842845
429,42942.942942942944
430,43043.04304304305
431,43143.14314314315
432,43243.24324324325
433,43343.343343343346
434,43443.443443443444
435,43543.54354354355
436,43643.64364364365
437,43743.74374374375
438,43843.843843843846
439,43943.943943943945
440,44044.04404404405
441,44144.14414414415
442,44244.24424424425
443,44344.34434434435
444,44444.444444444445
445,44544.54454454455
446,44644.64464464465
447,44744.74474474475
448,44844.84484484485
449,44944.944944944946
450,45045.04504504505
451,45145.14514514515
452,45245.24524524525
453,45345.34534534535
454,45445.445445445446
455,45545.54554554555
456,45645.64564564565
457,45745.74574574575
458,45845.84584584585
459,45945.94594594595
460,46046.04604604605
461,46146.14614614615
462,46246.24624624625
463,46346.34634634635
464,46446.44644644645
465,46546.54654654655
466,46646.64664664665
467,46746.74674674675
468,46846.84684684685
469,46946.94694694695
470,47047.047047047054
471,47147.14714714715
472,47247.24724724725
473,47347.34734734735
474,47447.44744744745
475,47547.547547547554
476,47647.64764764765
477,47747.74774774775
478,47847.84784784785
479,47947.94794794795
480,48048.048048048055
481,48148.14814814815
482,48248.24824824825
483,48348.34834834835
484,48448.44844844845
485,48548.548548548555
486,48648.648648648654
487,48748.74874874875
488,48848.84884884885
489,48948.94894894895
490,49049.049049049056
491,49149.149149149154
492,49249.24924924925
493,49349.34934934935
494,49449.44944944945
495,49549.549549549556
496,49649.649649649655
497,49749.74974974975
498,49849.84984984985
499,49949.94994994995
500,50050.05005005006
501,50150.150150150155
502,50250.250250250254
503,50350.35035035035
504,50450.45045045045
505,50550.55055055056
506,50650.650650650656
507,50750.750750750754
508,50850.85085085085
509,50950.95095095095
510,51051.05105105106
511,51151.151151151156
512,51251.251251251255
513,51351.35135135135
514,51451.45145145145
515,51551.55155155156
516,51651.65165165166
517,51751.751751751755
518,51851.851851851854
519,51951.95195195195
520,52052.05205205206
521,52152.15215215216
522,52252.252252252256
523,52352.352352352355
524,52452.45245245245
525,52552.55255255256
526,52652.65265265266
527,52752.752752752756
528,52852.852852852855
529,52952.95295295295
530,53053.05305305306
531,53153.15315315316
532,53253.25325325326
533,53353.353353353355
534,53453.453453453454
535,53553.55355355356
536,53653.65365365366
537,53753.75375375376
538,53853.853853853856
539,53953.953953953955
540,54054.05405405406
541,54154.15415415416
542,54254.25425425426
543,54354.35435435436
544,54454.454454454455
545,54554.55455455456
546,54654.65465465466
547,54754.75475475476
548,54854.85485485486
549,54954.954954954956
550,55055.05505505506
551,55155.15515515516
552,55255.25525525526
553,55355.35535535536
554,55455.455455455456
555,55555.55555555556
556,55655.65565565566
557,55755.75575575576
558,55855.85585585586
559,55955.95595595596
560,56056.05605605606
561,56156.15615615616
562,56256.25625625626
563,56356.35635635636
564,56456.45645645646
565,56556.55655655656
566,56656.65665665666
567,56756.75675675676
568,56856.85685685686
569,56956.95695695696
570,57057.05705705706
571,57157.15715715716
572,57257.25725725726
573,57357.35735735736
574,57457.45745745746
575,57557.557557557564
576,57657.65765765766
577,57757.75775775776
578,57857.85785785786
579,57957.95795795796
580,58058.058058058064
581,58158.15815815816
582,58258.25825825826
583,58358.35835835836
584,58458.45845845846
585,58558.558558558565
586,58658.65865865866
587,58758.75875875876
588,58858.85885885886
589,58958.95895895896
590,59059.059059059065
591,59159.159159159164
592,59259.25925925926
593,59359.35935935936
594,59459.45945945946
595,59559.559559559566
596,59659.659659659665
597,59759.75975975976
598,59859.85985985986
599,59959.95995995997
600,60060.06006006007
601,60160.160160160165
602,60260.260260260264
603,60360.36036036036
604,60460.46046046047
605,60560.56056056057
606,60660.660660660666
607,60760.760760760764
608,60860.86086086086
609,60960.96096096097
610,61061.06106106107
611,61161.161161161166
612,61261.261261261265
613,61361.36136136136
614,61461.46146146147
615,61561.56156156157
616,61661.66166166167
617,61761.761761761765
618,61861.861861861864
619,61961.96196196197
620,62062.06206206207
621,62162.16216216217
622,62262.262262262266
623,62362.362362362364
624,62462.46246246247
625,62562.56256256257
626,62662.66266266267
627,62762.762762762766
628,62862.862862862865
629,62962.96296296297
630,63063.06306306307
631,63163.16316316317
632,63263.26326326327
633,63363.363363363365
634,63463.46346346347
635,63563.56356356357
636,63663.66366366367
637,63763.76376376377
638,63863.863863863866
639,63963.96396396397
640,64064.06406406407
641,64164.16416416417
642,64264.26426426427
643,64364.364364364366
644,64464.46446446447
645,64564.56456456457
646,64664.66466466467
647,64764.76476476477
648,64864.86486486487
649,64964.96496496497
650,65065.06506506507
651,65165.16516516517
652,65265.26526526527
653,65365.36536536537
654,65465.46546546547
655,65565.56556556557
656,65665.66566566567
657,65765.76576576577
658,65865.86586586587
659,65965.96596596597
660,66066.06606606607
661,66166.16616616616
662,66266.26626626628
663,66366.36636636638
664,66466.46646646647
665,66566.56656656657
666,66666.66666666667
667,66766.76676676677
668,66866.86686686687
669,66966.96696696697
670,67067.06706706707
671,67167.16716716716
672,67267.26726726728
673,67367.36736736738
674,67467.46746746748
675,67567.56756756757
676,67667.66766766767
677,67767.76776776777
678,67867.86786786787
679,67967.96796796797
680,68068.06806806807
681,68168.16816816817
682,68268.26826826828
683,68368.36836836838
684,68468.46846846848
685,68568.56856856857
686,68668.66866866867
687,68768.76876876877
688,68868.86886886887
689,68968.96896896897
690,69069.06906906907
691,69169.16916916918
692,69269.26926926928
693,69369.36936936938
694,69469.46946946948
695,69569.56956956958
696,69669.66966966967
697,69769.76976976977
698,69869.86986986987
699,69969.96996996997
700,70070.07007007007
701,70170.17017017018
702,70270.27027027028
703,70370.37037037038
704,70470.47047047048
705,70570.57057057058
706,70670.67067067068
707,70770.77077077077
708,70870.87087087087
709,70970.97097097097
710,71071.07107107107
711,71171.17117117118
712,71271.27127127128
713,71371.37137137138
714,71471.47147147148
715,71571.57157157158
716,71671.67167167168
717,71771.77177177178
718,71871.87187187187
719,71971.97197197197
720,72072.07207207207
721,72172.17217217218
722,72272.27227227228
723,72372.37237237238
724,72472.47247247248
725,72572.57257257258
726,72672.67267267268
727,72772.77277277278
728,72872.87287287287
729,72972.97297297297
730,73073.07307307307
731,73173.17317317319
732,73273.27327327328
733,73373.37337337338
734,73473.47347347348
735,73573.57357357358
736,73673.67367367368
737,73773.77377377378
738,73873.87387387388
739,73973.97397397397
740,74074.07407407407
741,74174.17417417419
742,74274.27427427428
743,74374.37437437438
744,74474.47447447448
745,74574.57457457458
746,74674.67467467468
747,74774.77477477478
748,74874.87487487488
749,74974.97497497498
750,75075.07507507507
751,75175.17517517519
752,75275.27527527529
753,75375.37537537538
754,75475.47547547548
755,75575.57557557558
756,75675.67567567568
757,75775.77577577578
758,75875.87587587588
759,75975.97597597598
760,76076.07607607607
761,76176.17617617619
762,76276.27627627629
763,76376.37637637639
764,76476.47647647648
765,76576.57657657658
766,76676.67667667668
767,76776.77677677678
768,76876.87687687688
769,76976.97697697698
770,77077.07707707708
771,77177.17717717719
772,77277.27727727729
773,77377.37737737739
774,77477.47747747749
775,77577.57757757758
776,77677.67767767768
777,77777.77777777778
778,77877.87787787788
779,77977.97797797798
780,78078.07807807808
781,78178.17817817819
782,78278.27827827829
783,78378.37837837839
784,78478.47847847849
785,78578.57857857858
786,78678.67867867868
787,78778.77877877878
788,78878.87887887888
789,78978.97897897898
790,79079.07907907908
791,79179.17917917919
792,79279.27927927929
793,79379.37937937939
794,79479.47947947949
795,79579.57957957959
796,79679.67967967968
797,79779.77977977978
798,79879.87987987988
799,79979.97997997998
800,80080.08008008008
801,80180.18018018019
802,80280.28028028029
803,80380.38038038039
804,80480.48048048049
805,80580.58058058059
806,80680.68068068069
807,80780.78078078078
808,80880.88088088088
809,80980.98098098098
810,81081.08108108108
811,81181.1811811812
812,81281.28128128129
813,81381.38138138139
814,81481.48148148149
815,81581.58158158159
816,81681.68168168169
817,81781.78178178178
818,81881.88188188188
819,81981.98198198198
820,82082.08208208208
821,82182.1821821822
822,82282.2822822823
823,82382.38238238239
824,82482.48248248249
825,82582.58258258259
826,82682.68268268269
827,82782.78278278279
828,82882.88288288288
829,82982.98298298298
830,83083.08308308308
831,83183.1831831832
832,83283.2832832833
833,83383.38338338339
834,83483.48348348349
835,83583.58358358359
836,83683.68368368369
837,83783.78378378379
838,83883.88388388389
839,83983.98398398398
840,84084.08408408408
841,84184.1841841842
842,84284.2842842843
843,84384.3843843844
844,84484.48448448449
845,84584.58458458459
846,84684.68468468469
847,84784.78478478479
848,84884.88488488489
849,84984.98498498499
850,85085.08508508508
851,85185.1851851852
852,85285.2852852853
853,85385.3853853854
854,85485.4854854855
855,85585.58558558559
856,85685.68568568569
857,85785.78578578579
858,85885.88588588589
859,85985.98598598599
860,86086.0860860861
861,86186.1861861862
862,86286.2862862863
863,86386.3863863864
864,86486.4864864865
865,86586.58658658659
866,86686.68668668669
867,86786.78678678679
868,86886.88688688689
869,86986.98698698699
870,87087.0870870871
871,87187.1871871872
872,87287.2872872873
873,87387.3873873874
874,87487.4874874875
875,87587.5875875876
876,87687.68768768769
877,87787.78778778779
878,87887.88788788789
879,87987.98798798799
880,88088.0880880881
881,88188.1881881882
882,88288.2882882883
883,88388.3883883884
884,88488.4884884885
885,88588.5885885886
886,88688.6886886887
887,88788.78878878879
888,88888.88888888889
889,88988.98898898899
890,89089.0890890891
891,89189.1891891892
892,89289.2892892893
893,89389.3893893894
894,89489.4894894895
895,89589.5895895896
896,89689.6896896897
897,89789.7897897898
898,89889.88988988989
899,89989.98998998999
900,90090.0900900901
901,90190.1901901902
902,90290.2902902903
903,90390.3903903904
904,90490.4904904905
905,90590.5905905906
906,90690.6906906907
907,90790.7907907908
908,90890.89089089089
909,90990.99099099099
910,91091.0910910911
911,91191.1911911912
912,91291.2912912913
913,91391.3913913914
914,91491.4914914915
915,91591.5915915916
916,91691.6916916917
917,91791.7917917918
918,91891.8918918919
919,91991.99199199199
920,92092.0920920921
921,92192.1921921922
922,92292.2922922923
923,92392.3923923924
924,92492.4924924925
925,92592.5925925926
926,92692.6926926927
927,92792.7927927928
928,92892.8928928929
929,92992.992992993
930,93093.0930930931
931,93193.1931931932
932,93293.2932932933
933,93393.3933933934
934,93493.4934934935
935,93593.5935935936
936,93693.6936936937
937,93793.7937937938
938,93893.8938938939
939,93993.993993994
940,94094.09409409411
941,94194.1941941942
942,94294.2942942943
943,94394.3943943944
944,94494.4944944945
945,94594.5945945946
946,94694.6946946947
947,94794.7947947948
948,94894.8948948949
949,94994.994994995
950,95095.09509509511
951,95195.1951951952
952,95295.2952952953
953,95395.3953953954
954,95495.4954954955
955,95595.5955955956
956,95695.6956956957
957,95795.7957957958
958,95895.8958958959
959,95995.995995996
960,96096.09609609611
961,96196.19619619621
962,96296.2962962963
963,96396.3963963964
964,96496.4964964965
965,96596.5965965966
966,96696.6966966967
967,96796.7967967968
968,96896.8968968969
969,96996.996996997
970,97097.09709709711
971,97197.19719719721
972,97297.29729729731
973,97397.3973973974
974,97497.4974974975
975,97597.5975975976
976,97697.6976976977
977,97797.7977977978
978,97897.8978978979
979,97997.997997998
980,98098.09809809811
981,98198.19819819821
982,98298.29829829831
983,98398.3983983984
984,98498.4984984985
985,98598.5985985986
986,98698.6986986987
987,98798.7987987988
988,98898.8988988989
989,98998.998998999
990,99099.09909909911
991,99199.19919919921
992,99299.29929929931
993,99399.39939939941
994,99499.4994994995
995,99599.5995995996
996,99699.6996996997
997,99799.7997997998
998,99899.8998998999
999,100000.0
